country,year,accessibility_percentage
PLW,2002,90.59029
PLW,2003,90.54591
PLW,2004,91.45247
PLW,2005,92.33559
PLW,2006,93.19627
PLW,2007,94.03468
PLW,2008,94.8516
PLW,2009,95.64719
PLW,2010,96.42216
PLW,2011,97.1769
PLW,2012,97.91211
PLW,2013,98.6281
PLW,2014,99.32551
PLW,2015,99.72116
PLW,2016,100.00001
PLW,2017,100.0
PAN,2000,88.22871
PAN,2001,88.88029
PAN,2002,89.50716
PAN,2003,90.10296
PAN,2004,90.65277
PAN,2005,91.10811
PAN,2006,91.55524
PAN,2007,91.99408
PAN,2008,92.42497
PAN,2009,92.84783
PAN,2010,93.26257
PAN,2011,93.6704
PAN,2012,94.07099
PAN,2013,94.46416
PAN,2014,94.88219
PAN,2015,95.49435
PAN,2016,95.97945
PAN,2017,96.38242
PNG,2000,34.00038
PNG,2001,33.98795
PNG,2002,33.97777
PNG,2003,33.96759
PNG,2004,33.95686
PNG,2005,34.51468
PNG,2006,35.07264
PNG,2007,35.63076
PNG,2008,36.18903
PNG,2009,36.74745
PNG,2010,37.30602
PNG,2011,37.8642
PNG,2012,38.42307
PNG,2013,38.98948
PNG,2014,39.56326
PNG,2015,40.14423
PNG,2016,40.73222
PNG,2017,41.32705
PRY,2000,75.35586
PRY,2001,77.06554
PRY,2002,78.73148
PRY,2003,80.279
PRY,2004,81.78773
PRY,2005,83.27942
PRY,2006,84.75384
PRY,2007,86.21108
PRY,2008,87.65146
PRY,2009,89.07481
PRY,2010,90.48124
PRY,2011,91.87083
PRY,2012,93.24381
PRY,2013,94.59701
PRY,2014,95.93427
PRY,2015,97.25714
PRY,2016,98.56575
PRY,2017,99.6102
PER,2000,80.67446
PER,2001,81.39324
PER,2002,82.10076
PER,2003,82.79754
PER,2004,83.48332
PER,2005,84.15794
PER,2006,84.82222
PER,2007,85.47565
PER,2008,86.07915
PER,2009,86.65898
PER,2010,87.23428
PER,2011,87.80449
PER,2012,88.37022
PER,2013,88.93097
PER,2014,89.48705
PER,2015,90.03873
PER,2016,90.58557
PER,2017,91.12787
PHL,2000,85.60159
PHL,2001,85.94399
PHL,2002,86.3998
PHL,2003,86.85708
PHL,2004,87.31583
PHL,2005,87.77605
PHL,2006,88.23775
PHL,2007,88.70092
PHL,2008,89.16557
PHL,2009,89.63181
PHL,2010,90.10411
PHL,2011,90.60007
PHL,2012,91.09562
PHL,2013,91.59082
PHL,2014,92.0855
PHL,2015,92.57983
PHL,2016,93.07372
PHL,2017,93.56837
POL,2000,
POL,2001,
POL,2002,
POL,2003,
POL,2004,
POL,2005,97.05984
POL,2006,97.05431
POL,2007,97.04874
POL,2008,97.04311
POL,2009,97.03754
POL,2010,97.36887
POL,2011,97.7015
POL,2012,98.03498
POL,2013,98.36996
POL,2014,98.70638
POL,2015,99.04427
POL,2016,99.38385
POL,2017,99.72469
PRT,2000,98.54304
PRT,2001,98.64534
PRT,2002,98.74792
PRT,2003,98.85079
PRT,2004,98.95396
PRT,2005,99.0574
PRT,2006,99.16114
PRT,2007,99.26516
PRT,2008,99.36946
PRT,2009,99.47404
PRT,2010,99.5789
PRT,2011,99.68403
PRT,2012,99.78943
PRT,2013,99.86825
PRT,2014,99.90318
PRT,2015,99.90469
PRT,2016,99.90618
PRT,2017,99.90766
QAT,2000,100.0
QAT,2001,100.0
QAT,2002,100.0
QAT,2003,100.0
QAT,2004,100.0
QAT,2005,100.0
QAT,2006,100.0
QAT,2007,100.0
QAT,2008,100.0
QAT,2009,100.0
QAT,2010,100.0
QAT,2011,99.9383
QAT,2012,99.8766
QAT,2013,99.8149
QAT,2014,99.7532
QAT,2015,99.6915
QAT,2016,99.6298
QAT,2017,99.5681
KOR,2000,
KOR,2001,
KOR,2002,98.55287
KOR,2003,98.55287
KOR,2004,98.55287
KOR,2005,98.55287
KOR,2006,98.55287
KOR,2007,98.66512
KOR,2008,98.77738
KOR,2009,98.88963
KOR,2010,99.00188
KOR,2011,99.11414
KOR,2012,99.22639
KOR,2013,99.33865
KOR,2014,99.4509
KOR,2015,99.56315
KOR,2016,99.6754
KOR,2017,99.78766
MDA,2000,83.2464
MDA,2001,83.52057
MDA,2002,83.79846
MDA,2003,84.08009
MDA,2004,84.36562
MDA,2005,84.69014
MDA,2006,85.05116
MDA,2007,85.41258
MDA,2008,85.77444
MDA,2009,86.13671
MDA,2010,86.4994
MDA,2011,86.86251
MDA,2012,87.22604
MDA,2013,87.58999
MDA,2014,87.95435
MDA,2015,88.31776
MDA,2016,88.68506
MDA,2017,89.05566
ROU,2000,100.0
ROU,2001,100.0
ROU,2002,100.0
ROU,2003,100.0
ROU,2004,100.0
ROU,2005,100.0
ROU,2006,100.0
ROU,2007,100.0
ROU,2008,100.0
ROU,2009,100.0
ROU,2010,100.0
ROU,2011,100.0
ROU,2012,100.0
ROU,2013,100.0
ROU,2014,100.0
ROU,2015,100.0
ROU,2016,100.0
ROU,2017,100.0
RUS,2000,95.02948
RUS,2001,95.02892
RUS,2002,95.15351
RUS,2003,95.28291
RUS,2004,95.4136
RUS,2005,95.54385
RUS,2006,95.67365
RUS,2007,95.80302
RUS,2008,95.93195
RUS,2009,96.06034
RUS,2010,96.18839
RUS,2011,96.31601
RUS,2012,96.44437
RUS,2013,96.57319
RUS,2014,96.70242
RUS,2015,96.83172
RUS,2016,96.96095
RUS,2017,97.08991
RWA,2000,45.43856
RWA,2001,46.36307
RWA,2002,47.30437
RWA,2003,48.00498
RWA,2004,48.67247
RWA,2005,49.34341
RWA,2006,50.01811
RWA,2007,50.69597
RWA,2008,51.37729
RWA,2009,52.06236
RWA,2010,52.7506
RWA,2011,53.44229
RWA,2012,54.13773
RWA,2013,54.83634
RWA,2014,55.54314
RWA,2015,56.25843
RWA,2016,56.98162
RWA,2017,57.71328
KNA,2000,98.21339
KNA,2001,98.2972
KNA,2002,98.381
KNA,2003,98.4648
KNA,2004,98.5486
KNA,2005,98.6324
KNA,2006,98.7162
KNA,2007,98.8
KNA,2008,98.8838
KNA,2009,98.96761
KNA,2010,98.96761
KNA,2011,98.96761
KNA,2012,98.96761
KNA,2013,98.96761
KNA,2014,
KNA,2015,
KNA,2016,
KNA,2017,
LCA,2000,88.48084
LCA,2001,88.46254
LCA,2002,88.39297
LCA,2003,89.17725
LCA,2004,89.97251
LCA,2005,90.77862
LCA,2006,91.59496
LCA,2007,92.42121
LCA,2008,93.25688
LCA,2009,94.10172
LCA,2010,94.95849
LCA,2011,95.83907
LCA,2012,96.64426
LCA,2013,97.42608
LCA,2014,98.16255
LCA,2015,98.16241
LCA,2016,98.16222
LCA,2017,98.162
VCT,2000,93.15183
VCT,2001,93.29421
VCT,2002,93.4366
VCT,2003,93.57899
VCT,2004,93.72137
VCT,2005,93.86375
VCT,2006,94.00614
VCT,2007,94.14852
VCT,2008,94.29091
VCT,2009,94.4333
VCT,2010,94.57568
VCT,2011,94.71806
VCT,2012,94.86045
VCT,2013,95.00284
VCT,2014,95.14522
VCT,2015,95.14522
VCT,2016,95.14522
VCT,2017,95.14522
WSM,2000,91.91004
WSM,2001,91.90773
WSM,2002,91.91096
WSM,2003,91.91711
WSM,2004,91.92322
WSM,2005,92.17085
WSM,2006,92.41533
WSM,2007,92.65668
WSM,2008,93.17934
WSM,2009,93.72028
WSM,2010,94.26012
WSM,2011,94.79884
WSM,2012,95.33617
WSM,2013,95.87206
WSM,2014,96.40667
WSM,2015,96.89848
WSM,2016,97.30364
WSM,2017,97.3826
SMR,2000,100.0
SMR,2001,100.0
SMR,2002,100.0
SMR,2003,100.0
SMR,2004,100.0
SMR,2005,100.0
SMR,2006,100.0
SMR,2007,100.0
SMR,2008,100.0
SMR,2009,100.0
SMR,2010,100.0
SMR,2011,100.0
SMR,2012,100.0
SMR,2013,100.0
SMR,2014,100.0
SMR,2015,100.0
SMR,2016,100.0
SMR,2017,100.0
STP,2000,64.89487
STP,2001,66.07932
STP,2002,67.29685
STP,2003,68.52322
STP,2004,69.75364
STP,2005,70.98711
STP,2006,72.22397
STP,2007,73.46408
STP,2008,74.7073
STP,2009,75.95302
STP,2010,77.20159
STP,2011,78.45267
STP,2012,79.70635
STP,2013,80.95905
STP,2014,82.21143
STP,2015,83.46349
STP,2016,84.20084
STP,2017,84.29016
SAU,2000,97.38966
SAU,2001,97.38966
SAU,2002,97.38966
SAU,2003,97.56637
SAU,2004,97.74308
SAU,2005,97.91979
SAU,2006,98.0965
SAU,2007,98.27321
SAU,2008,98.44992
SAU,2009,98.62663
SAU,2010,98.80334
SAU,2011,98.98006
SAU,2012,99.15677
SAU,2013,99.33348
SAU,2014,99.51019
SAU,2015,99.6869
SAU,2016,99.86361
SAU,2017,100.0
SEN,2000,59.9197
SEN,2001,61.04181
SEN,2002,62.16981
SEN,2003,63.37071
SEN,2004,64.62414
SEN,2005,65.87548
SEN,2006,67.12531
SEN,2007,68.37295
SEN,2008,69.61811
SEN,2009,70.86018
SEN,2010,72.09962
SEN,2011,73.33579
SEN,2012,74.56811
SEN,2013,75.79665
SEN,2014,77.02114
SEN,2015,78.24334
SEN,2016,79.46232
SEN,2017,80.67786
SRB,2000,94.74107
SRB,2001,94.71433
SRB,2002,94.6876
SRB,2003,94.6609
SRB,2004,94.63416
SRB,2005,93.87494
SRB,2006,93.1154
SRB,2007,92.35551
SRB,2008,91.59534
SRB,2009,90.83485
SRB,2010,90.07408
SRB,2011,89.31296
SRB,2012,88.5552
SRB,2013,87.79867
SRB,2014,87.04207
SRB,2015,86.28549
SRB,2016,85.52885
SRB,2017,85.52212
SYC,2000,93.20035
SYC,2001,93.45757
SYC,2002,93.71478
SYC,2003,93.97199
SYC,2004,94.22921
SYC,2005,94.48642
SYC,2006,94.74364
SYC,2007,95.00085
SYC,2008,95.25806
SYC,2009,95.51527
SYC,2010,95.77249
SYC,2011,96.0297
SYC,2012,96.22973
SYC,2013,96.2394
SYC,2014,96.24902
SYC,2015,96.24902
SYC,2016,96.24902
SYC,2017,96.24902
SLE,2000,39.88378
SLE,2001,40.17131
SLE,2002,41.46738
SLE,2003,42.75912
SLE,2004,44.04644
SLE,2005,45.36005
SLE,2006,46.69035
SLE,2007,48.01329
SLE,2008,49.32876
SLE,2009,50.6363
SLE,2010,51.93583
SLE,2011,53.2276
SLE,2012,54.51147
SLE,2013,55.78675
SLE,2014,57.05396
SLE,2015,58.31269
SLE,2016,59.56314
SLE,2017,60.80699
SGP,2000,100.0
SGP,2001,100.0
SGP,2002,100.0
SGP,2003,100.0
SGP,2004,100.0
SGP,2005,100.0
SGP,2006,100.0
SGP,2007,100.0
SGP,2008,100.0
SGP,2009,100.0
SGP,2010,100.0
SGP,2011,100.0
SGP,2012,100.0
SGP,2013,100.0
SGP,2014,100.0
SGP,2015,100.0
SGP,2016,100.0
SGP,2017,100.0
SVK,2000,97.9809
SVK,2001,97.97942
SVK,2002,97.97627
SVK,2003,97.97312
SVK,2004,97.96997
SVK,2005,97.96682
SVK,2006,97.96365
SVK,2007,97.96048
SVK,2008,97.95733
SVK,2009,98.25165
SVK,2010,98.62234
SVK,2011,98.99754
SVK,2012,99.37583
SVK,2013,99.52017
SVK,2014,99.78675
SVK,2015,99.78719
SVK,2016,99.78751
SVK,2017,99.78773
SVN,2000,99.61584
SVN,2001,99.60954
SVN,2002,99.60343
SVN,2003,99.59788
SVN,2004,99.59228
SVN,2005,99.58662
SVN,2006,99.5809
SVN,2007,99.57513
SVN,2008,99.56931
SVN,2009,99.56342
SVN,2010,99.5575
SVN,2011,99.55151
SVN,2012,99.54546
SVN,2013,99.53937
SVN,2014,99.53321
SVN,2015,99.53378
SVN,2016,99.53439
SVN,2017,99.53503
SLB,2000,78.68497
SLB,2001,78.7392
SLB,2002,78.79454
SLB,2003,78.85101
SLB,2004,78.90859
SLB,2005,78.1098
SLB,2006,77.15286
SLB,2007,76.21346
SLB,2008,75.29205
SLB,2009,74.3885
SLB,2010,73.50322
SLB,2011,72.63483
SLB,2012,71.78353
SLB,2013,70.94907
SLB,2014,70.13113
SLB,2015,69.32992
SLB,2016,68.5448
SLB,2017,67.77596
SOM,2000,19.60301
SOM,2001,21.67661
SOM,2002,23.74981
SOM,2003,25.99988
SOM,2004,28.25033
SOM,2005,30.37776
SOM,2006,32.46618
SOM,2007,32.90709
SOM,2008,35.28022
SOM,2009,37.63536
SOM,2010,39.97921
SOM,2011,42.3139
SOM,2012,44.07365
SOM,2013,45.80128
SOM,2014,47.49931
SOM,2015,49.16986
SOM,2016,50.81511
SOM,2017,52.43619
ZAF,2000,84.50127
ZAF,2001,85.03582
ZAF,2002,85.57874
ZAF,2003,86.11829
ZAF,2004,86.64857
ZAF,2005,87.16874
ZAF,2006,87.67945
ZAF,2007,88.18076
ZAF,2008,88.67295
ZAF,2009,89.15508
ZAF,2010,89.62798
ZAF,2011,90.09147
ZAF,2012,90.54585
ZAF,2013,90.99049
ZAF,2014,91.4262
ZAF,2015,91.85278
ZAF,2016,92.27031
ZAF,2017,92.6787
SSD,2000,
SSD,2001,
SSD,2002,
SSD,2003,
SSD,2004,
SSD,2005,
SSD,2006,
SSD,2007,
SSD,2008,
SSD,2009,
SSD,2010,
SSD,2011,41.08644
SSD,2012,41.09379
SSD,2013,41.06842
SSD,2014,41.01193
SSD,2015,40.92653
SSD,2016,40.8139
SSD,2017,40.67601
ESP,2000,100.0
ESP,2001,100.0
ESP,2002,100.0
ESP,2003,100.0
ESP,2004,100.0
ESP,2005,100.0
ESP,2006,100.0
ESP,2007,99.99999
ESP,2008,100.0
ESP,2009,100.0
ESP,2010,100.0
ESP,2011,100.0
ESP,2012,99.98617
ESP,2013,99.95663
ESP,2014,99.92694
ESP,2015,99.92673
ESP,2016,99.92651
ESP,2017,99.92628
LKA,2000,79.54816
LKA,2001,80.15523
LKA,2002,80.73649
LKA,2003,81.31739
LKA,2004,81.89775
LKA,2005,82.47739
LKA,2006,83.05666
LKA,2007,83.63522
LKA,2008,84.21339
LKA,2009,84.79101
LKA,2010,85.36794
LKA,2011,85.94447
LKA,2012,86.52045
LKA,2013,87.09783
LKA,2014,87.67645
LKA,2015,88.25597
LKA,2016,88.83598
LKA,2017,89.41629
SDN,2000,43.42978
SDN,2001,43.44304
SDN,2002,43.4563
SDN,2003,43.46955
SDN,2004,43.48281
SDN,2005,44.87897
SDN,2006,46.27477
SDN,2007,47.67023
SDN,2008,49.06533
SDN,2009,50.46498
SDN,2010,51.86921
SDN,2011,53.2778
SDN,2012,54.6903
SDN,2013,56.10672
SDN,2014,57.52663
SDN,2015,58.95025
SDN,2016,60.21589
SDN,2017,60.26709
SUR,2000,89.56471
SUR,2001,89.91393
SUR,2002,90.26084
SUR,2003,90.60499
SUR,2004,90.94662
SUR,2005,91.26084
SUR,2006,91.57267
SUR,2007,91.88438
SUR,2008,92.19614
SUR,2009,92.50813
SUR,2010,92.81998
SUR,2011,93.13188
SUR,2012,93.44381
SUR,2013,93.83449
SUR,2014,94.22839
SUR,2015,94.43904
SUR,2016,94.5194
SUR,2017,95.42474
SWE,2000,100.0
SWE,2001,100.0
SWE,2002,100.0
SWE,2003,100.0
SWE,2004,100.0
SWE,2005,100.0
SWE,2006,100.0
SWE,2007,100.0
SWE,2008,100.0
SWE,2009,100.0
SWE,2010,100.0
SWE,2011,100.0
SWE,2012,100.0
SWE,2013,100.0
SWE,2014,100.0
SWE,2015,100.0
SWE,2016,100.0
SWE,2017,100.0
CHE,2000,100.0
CHE,2001,100.0
CHE,2002,100.0
CHE,2003,100.0
CHE,2004,100.0
CHE,2005,100.0
CHE,2006,100.0
CHE,2007,100.0
CHE,2008,100.0
CHE,2009,100.0
CHE,2010,100.0
CHE,2011,100.0
CHE,2012,100.0
CHE,2013,100.0
CHE,2014,100.0
CHE,2015,100.0
CHE,2016,100.0
CHE,2017,100.0
SYR,2000,94.86642
SYR,2001,95.03363
SYR,2002,95.19862
SYR,2003,95.36121
SYR,2004,95.5216
SYR,2005,95.67944
SYR,2006,95.83492
SYR,2007,95.9882
SYR,2008,96.13911
SYR,2009,96.28762
SYR,2010,96.43392
SYR,2011,96.49895
SYR,2012,96.57011
SYR,2013,96.64764
SYR,2014,96.73147
SYR,2015,96.89738
SYR,2016,97.05907
SYR,2017,97.21651
TJK,2000,55.90601
TJK,2001,57.32143
TJK,2002,58.74521
TJK,2003,60.17734
TJK,2004,61.61742
TJK,2005,63.06628
TJK,2006,64.52349
TJK,2007,65.98906
TJK,2008,67.46297
TJK,2009,68.94524
TJK,2010,70.43587
TJK,2011,71.93454
TJK,2012,73.44818
TJK,2013,74.97488
TJK,2014,76.51419
TJK,2015,78.06479
TJK,2016,79.62585
TJK,2017,81.19627
THA,2000,93.62749
THA,2001,94.07426
THA,2002,94.5142
THA,2003,94.94686
THA,2004,95.37205
THA,2005,95.79865
THA,2006,96.21704
THA,2007,96.61889
THA,2008,97.00861
THA,2009,97.38845
THA,2010,97.75838
THA,2011,98.10784
THA,2012,98.44902
THA,2013,98.78436
THA,2014,99.11123
THA,2015,99.29021
THA,2016,99.3738
THA,2017,99.93071
TLS,2000,
TLS,2001,
TLS,2002,50.61625
TLS,2003,52.13512
TLS,2004,53.6585
TLS,2005,55.17448
TLS,2006,56.69437
TLS,2007,58.2182
TLS,2008,59.74665
TLS,2009,61.78516
TLS,2010,63.8485
TLS,2011,65.93702
TLS,2012,68.04977
TLS,2013,70.18645
TLS,2014,72.34708
TLS,2015,74.53134
TLS,2016,76.65939
TLS,2017,78.34386
TGO,2000,45.88497
TGO,2001,47.04417
TGO,2002,48.19999
TGO,2003,49.35188
TGO,2004,50.49981
TGO,2005,51.64329
TGO,2006,52.78275
TGO,2007,53.91818
TGO,2008,55.04998
TGO,2009,56.17632
TGO,2010,57.29899
TGO,2011,58.42668
TGO,2012,59.55515
TGO,2013,60.6782
TGO,2014,61.79667
TGO,2015,62.91055
TGO,2016,64.02144
TGO,2017,65.12884
TON,2000,98.492
TON,2001,98.49158
TON,2002,98.49117
TON,2003,98.49075
TON,2004,98.49032
TON,2005,98.63161
TON,2006,98.77295
TON,2007,98.91422
TON,2008,99.0555
TON,2009,99.1969
TON,2010,99.33846
TON,2011,99.48015
TON,2012,99.62225
TON,2013,99.76447
TON,2014,99.90655
TON,2015,99.90665
TON,2016,99.90674
TON,2017,99.90683
TTO,2000,91.82783
TTO,2001,92.27776
TTO,2002,92.72746
TTO,2003,93.17691
TTO,2004,93.62612
TTO,2005,94.07509
TTO,2006,94.52381
TTO,2007,94.97229
TTO,2008,95.42052
TTO,2009,95.86852
TTO,2010,96.31626
TTO,2011,96.76377
TTO,2012,97.21104
TTO,2013,98.18496
TTO,2014,98.18496
TTO,2015,98.18496
TTO,2016,98.18496
TTO,2017,98.18496
TUN,2000,87.89997
TUN,2001,88.33685
TUN,2002,88.76899
TUN,2003,89.19678
TUN,2004,89.61597
TUN,2005,90.01215
TUN,2006,90.40527
TUN,2007,90.79485
TUN,2008,91.18118
TUN,2009,91.687
TUN,2010,92.46056
TUN,2011,93.23127
TUN,2012,93.99876
TUN,2013,94.76262
TUN,2014,95.45728
TUN,2015,95.72655
TUN,2016,95.9924
TUN,2017,96.25471
TUR,2000,95.49076
TUR,2001,95.53819
TUR,2002,95.84155
TUR,2003,96.13482
TUR,2004,96.41821
TUR,2005,96.69164
TUR,2006,96.95546
TUR,2007,97.20967
TUR,2008,97.45454
TUR,2009,97.69006
TUR,2010,97.91648
TUR,2011,98.1339
TUR,2012,98.34251
TUR,2013,98.5424
TUR,2014,98.73387
TUR,2015,98.89722
TUR,2016,98.88087
TUR,2017,98.87572
TKM,2000,86.98167
TKM,2001,87.74287
TKM,2002,88.49863
TKM,2003,89.24879
TKM,2004,89.99335
TKM,2005,90.77705
TKM,2006,91.55625
TKM,2007,92.33065
TKM,2008,93.09957
TKM,2009,93.86292
TKM,2010,94.61871
TKM,2011,95.3599
TKM,2012,96.09415
TKM,2013,96.82558
TKM,2014,97.52812
TKM,2015,98.2223
TKM,2016,98.70372
TKM,2017,98.81433
TUV,2000,
TUV,2001,97.89143
TUV,2002,97.89473
TUV,2003,97.90125
TUV,2004,97.90942
TUV,2005,97.91759
TUV,2006,98.06577
TUV,2007,98.21394
TUV,2008,98.36212
TUV,2009,98.51025
TUV,2010,98.65837
TUV,2011,98.80646
TUV,2012,98.95452
TUV,2013,99.10251
TUV,2014,99.25029
TUV,2015,99.25784
TUV,2016,99.26516
TUV,2017,99.27224
UGA,2000,26.75162
UGA,2001,27.91321
UGA,2002,29.0973
UGA,2003,30.30326
UGA,2004,31.53097
UGA,2005,32.77787
UGA,2006,34.0457
UGA,2007,35.33237
UGA,2008,36.63811
UGA,2009,37.96132
UGA,2010,39.30215
UGA,2011,40.65942
UGA,2012,42.03276
UGA,2013,43.42023
UGA,2014,44.82259
UGA,2015,46.23822
UGA,2016,47.66563
UGA,2017,49.10403
UKR,2000,98.00832
UKR,2001,98.08895
UKR,2002,98.15168
UKR,2003,98.18068
UKR,2004,97.74651
UKR,2005,97.30968
UKR,2006,96.86897
UKR,2007,96.42488
UKR,2008,95.97742
UKR,2009,95.52661
UKR,2010,95.0744
UKR,2011,94.62045
UKR,2012,94.16476
UKR,2013,94.0284
UKR,2014,93.58921
UKR,2015,93.65691
UKR,2016,93.72408
UKR,2017,93.79082
ARE,2000,95.67811
ARE,2001,95.67811
ARE,2002,95.69539
ARE,2003,95.71267
ARE,2004,95.72996
ARE,2005,95.74725
ARE,2006,95.76454
ARE,2007,95.78185
ARE,2008,95.79915
ARE,2009,95.81646
ARE,2010,95.83378
ARE,2011,95.8511
ARE,2012,95.86842
ARE,2013,95.88575
ARE,2014,96.13178
ARE,2015,96.76946
ARE,2016,97.40737
ARE,2017,98.04551
GBR,2000,100.0
GBR,2001,100.0
GBR,2002,100.0
GBR,2003,100.0
GBR,2004,100.0
GBR,2005,100.0
GBR,2006,100.0
GBR,2007,100.0
GBR,2008,100.0
GBR,2009,100.0
GBR,2010,100.0
GBR,2011,100.0
GBR,2012,100.0
GBR,2013,100.0
GBR,2014,100.0
GBR,2015,100.0
GBR,2016,100.0
GBR,2017,100.0
TZA,2000,27.25082
TZA,2001,28.66931
TZA,2002,30.08757
TZA,2003,31.59652
TZA,2004,33.29262
TZA,2005,35.00523
TZA,2006,36.73456
TZA,2007,38.47986
TZA,2008,40.24178
TZA,2009,42.01817
TZA,2010,43.8106
TZA,2011,45.61738
TZA,2012,47.43913
TZA,2013,49.27418
TZA,2014,51.12092
TZA,2015,52.97909
TZA,2016,54.84754
TZA,2017,56.72645
USA,2000,
USA,2001,
USA,2002,
USA,2003,
USA,2004,
USA,2005,99.20959
USA,2006,99.21437
USA,2007,99.21913
USA,2008,99.22386
USA,2009,99.22856
USA,2010,99.23321
USA,2011,99.23801
USA,2012,99.24291
USA,2013,99.24796
USA,2014,99.25311
USA,2015,99.25836
USA,2016,99.26371
USA,2017,99.2692
URY,2000,96.98759
URY,2001,97.05447
URY,2002,97.08953
URY,2003,97.12464
URY,2004,97.15923
URY,2005,97.37784
URY,2006,97.59782
URY,2007,97.80824
URY,2008,98.0097
URY,2009,98.20238
URY,2010,98.38699
URY,2011,98.56371
URY,2012,98.72521
URY,2013,98.88007
URY,2014,99.03122
URY,2015,99.17878
URY,2016,99.32289
URY,2017,99.40237
UZB,2000,84.7989
UZB,2001,86.16999
UZB,2002,87.53682
UZB,2003,88.89888
UZB,2004,90.25573
UZB,2005,91.60712
UZB,2006,92.95289
UZB,2007,94.25614
UZB,2008,95.40286
UZB,2009,95.76746
UZB,2010,96.12821
UZB,2011,96.47084
UZB,2012,96.79867
UZB,2013,97.12731
UZB,2014,97.37537
UZB,2015,97.52858
UZB,2016,97.68127
UZB,2017,97.83345
VUT,2000,81.8586
VUT,2001,81.90855
VUT,2002,81.95886
VUT,2003,82.00988
VUT,2004,82.06126
VUT,2005,82.8085
VUT,2006,83.55321
VUT,2007,84.29516
VUT,2008,85.03448
VUT,2009,85.77112
VUT,2010,86.48625
VUT,2011,87.18861
VUT,2012,87.89008
VUT,2013,88.59049
VUT,2014,89.28986
VUT,2015,89.98817
VUT,2016,90.66152
VUT,2017,91.25681
VEN,2000,96.65285
VEN,2001,96.5982
VEN,2002,96.54354
VEN,2003,96.48889
VEN,2004,96.43423
VEN,2005,96.37958
VEN,2006,96.32492
VEN,2007,96.27026
VEN,2008,96.21561
VEN,2009,96.16096
VEN,2010,96.1063
VEN,2011,96.05164
VEN,2012,95.99699
VEN,2013,95.94234
VEN,2014,95.88768
VEN,2015,95.83302
VEN,2016,95.77837
VEN,2017,95.72371
VNM,2000,80.14247
VNM,2001,81.02645
VNM,2002,81.90405
VNM,2003,82.77435
VNM,2004,83.63763
VNM,2005,84.49319
VNM,2006,85.34113
VNM,2007,86.18121
VNM,2008,87.01307
VNM,2009,87.83675
VNM,2010,88.65319
VNM,2011,89.46055
VNM,2012,90.25871
VNM,2013,91.0471
VNM,2014,92.27634
VNM,2015,93.19887
VNM,2016,93.99012
VNM,2017,94.7188
YEM,2000,37.84694
YEM,2001,38.08858
YEM,2002,38.33393
YEM,2003,40.34536
YEM,2004,42.34168
YEM,2005,44.32173
YEM,2006,46.28643
YEM,2007,48.23499
YEM,2008,50.16707
YEM,2009,52.0823
YEM,2010,53.98032
YEM,2011,55.86049
YEM,2012,57.72246
YEM,2013,59.56624
YEM,2014,61.39094
YEM,2015,63.17181
YEM,2016,63.32203
YEM,2017,63.47347
ZMB,2000,49.48884
ZMB,2001,50.03706
ZMB,2002,50.71934
ZMB,2003,51.39153
ZMB,2004,52.05365
ZMB,2005,52.70524
ZMB,2006,53.34686
ZMB,2007,53.97804
ZMB,2008,54.5998
ZMB,2009,55.21029
ZMB,2010,55.81144
ZMB,2011,56.40237
ZMB,2012,56.98539
ZMB,2013,57.56091
ZMB,2014,58.128
ZMB,2015,58.68752
ZMB,2016,59.23856
ZMB,2017,59.96376
ZWE,2000,71.72648
ZWE,2001,71.87109
ZWE,2002,71.57246
ZWE,2003,71.09124
ZWE,2004,70.58119
ZWE,2005,70.07088
ZWE,2006,69.55994
ZWE,2007,69.04881
ZWE,2008,68.53709
ZWE,2009,68.02522
ZWE,2010,67.51281
ZWE,2011,67.00028
ZWE,2012,66.48726
ZWE,2013,65.97417
ZWE,2014,65.47338
ZWE,2015,64.98583
ZWE,2016,64.51162
ZWE,2017,64.05123
